folio	date	hora_apertura	close_time	mesa	server_id	mesero_nombre	guests	turno	vta_comida	beverage_subtotal	descuento	comp	cancelado	subtotal	iva	total	propina	cash	tarjeta	forma_pago	store_id	tipo_servicio	descripcion_producto
CHQ-FRMX-CD-CDMX-001-20240206-1591	2024-02-06	18:16	22:58	26	MES-011	María Elena Gutiérrez Flores	4	afternoon	546.75	182.25	0	0	14.58	729	114.31	828.73	100.02	0	828.73	tarjeta	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240207-1592	2024-02-07	11:38	19:46	6	MES-010	José Antonio López Hernández	4	afternoon	134.25	44.75	7.16	0	3.58	179	26.92	195.18	23.56	195.18	0	efectivo	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240208-1593	2024-02-08	15:25	19:28	14	MES-036	Pablo Mendoza Romero	2	morning	313.5	104.5	0	0	8.36	418	65.54	475.18	57.35	475.18	0	efectivo	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240209-1594	2024-02-09	11:07	11:09	26	MES-016	María Elena Gutiérrez Flores	3	morning	342	114	0	0	0	456	72.96	528.96	63.84	0	528.96	tarjeta	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240210-1595	2024-02-10	20:14	23:33	28	MES-003	Diego Vázquez Castillo	3	afternoon	168.75	56.25	0	3.38	0	225	35.46	257.08	31.03	257.08	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240211-1596	2024-02-11	7:23	21:11	18	MES-018	Pablo Mendoza Romero	2	afternoon	204	68	0	4.08	5.44	272	42	304.48	36.75	304.48	0	efectivo	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240205-1597	2024-02-05	15:42	20:29	10	MES-023	Sofía Reyes Morales	4	afternoon	447	149	0	8.94	0	596	93.93	680.99	82.19	0	680.99	tarjeta	FRMX-TV-CDMX-001	express	Cerveza Corona
CHQ-FRMX-MB-CDMX-001-20240206-1598	2024-02-06	21:58	10:51	11	MES-015	José Antonio López Hernández	1	afternoon	260.25	86.75	13.88	0	0	347	53.3	386.42	46.64	0	386.42	tarjeta	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240207-1599	2024-02-07	19:11	17:21	21	MES-009	Ana Cruz Martínez	4	morning	388.5	129.5	0	7.77	10.36	518	79.98	579.85	69.98	0	579.85	tarjeta	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240208-1600	2024-02-08	18:00	10:50	17	MES-012	Carmen Jiménez Ortiz	3	afternoon	597	199	31.84	0	15.92	796	119.72	867.96	104.75	867.96	0	efectivo	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240209-1601	2024-02-09	7:07	15:10	2	MES-011	Luis Ramírez Torres	3	afternoon	490.5	163.5	0	9.81	0	654	103.07	747.26	90.19	747.26	0	efectivo	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240210-1602	2024-02-10	11:39	23:04	15	MES-029	Sofía Reyes Morales	4	afternoon	222	74	0	0	5.92	296	46.41	336.49	40.61	0	336.49	tarjeta	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240211-1603	2024-02-11	7:55	8:47	15	MES-019	Diego Vázquez Castillo	3	afternoon	336	112	0	6.72	8.96	448	69.17	501.49	60.52	0	501.49	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240205-1604	2024-02-05	11:54	11:27	21	MES-004	José Antonio López Hernández	1	night	626.25	208.75	33.4	0	16.7	835	125.58	910.48	109.89	910.48	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240206-1605	2024-02-06	16:03	14:33	27	MES-020	Sofía Reyes Morales	3	afternoon	390	130	0	7.8	0	520	81.95	594.15	71.71	594.15	0	efectivo	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240207-1606	2024-02-07	11:46	18:25	23	MES-009	Carmen Jiménez Ortiz	1	morning	564.75	188.25	30.12	0	15.06	753	113.25	821.07	99.09	821.07	0	efectivo	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240208-1607	2024-02-08	18:42	13:03	15	MES-038	Sofía Reyes Morales	2	night	623.25	207.75	0	0	16.62	831	130.3	944.68	114.01	944.68	0	efectivo	FRMX-TV-CDMX-001	express	Cerveza Corona
CHQ-FRMX-MB-CDMX-001-20240209-1608	2024-02-09	12:40	17:10	16	MES-030	María Elena Gutiérrez Flores	4	afternoon	104.25	34.75	5.56	0	0	139	21.35	154.79	18.68	0	154.79	tarjeta	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240210-1609	2024-02-10	12:07	13:24	23	MES-023	Diego Vázquez Castillo	3	morning	205.5	68.5	0	0	5.48	274	42.96	311.48	37.59	311.48	0	efectivo	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240211-1610	2024-02-11	14:23	16:17	21	MES-025	María Elena Gutiérrez Flores	1	morning	234	78	0	0	6.24	312	48.92	354.68	42.81	0	354.68	tarjeta	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240205-1611	2024-02-05	19:06	16:25	27	MES-012	Sofía Reyes Morales	2	afternoon	277.5	92.5	0	5.55	0	370	58.31	422.76	51.02	0	422.76	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240206-1612	2024-02-06	8:46	21:56	23	MES-012	María Elena Gutiérrez Flores	1	night	274.5	91.5	0	5.49	0	366	57.68	418.19	50.47	0	418.19	tarjeta	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240207-1613	2024-02-07	13:02	19:02	29	MES-024	José Antonio López Hernández	1	afternoon	606.75	202.25	0	0	0	809	129.44	938.44	113.26	0	938.44	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240208-1614	2024-02-08	16:27	20:08	11	MES-004	Ana Cruz Martínez	4	afternoon	143.25	47.75	7.64	0	0	191	29.34	212.7	25.67	0	212.7	tarjeta	FRMX-CD-MTY-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-GDL-001-20240209-1615	2024-02-09	13:03	17:48	26	MES-018	Luis Ramírez Torres	1	afternoon	465.75	155.25	0	0	0	621	99.36	720.36	86.94	0	720.36	tarjeta	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240210-1616	2024-02-10	15:41	11:30	28	MES-034	Luis Ramírez Torres	4	morning	330.75	110.25	0	6.61	8.82	441	68.09	493.66	59.58	493.66	0	efectivo	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240211-1617	2024-02-11	15:30	17:37	17	MES-005	María Elena Gutiérrez Flores	4	afternoon	356.25	118.75	19	0	0	475	72.96	528.96	63.84	0	528.96	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240205-1618	2024-02-05	7:08	20:48	28	MES-037	Diego Vázquez Castillo	3	morning	585	195	0	11.7	0	780	122.93	891.23	107.56	891.23	0	efectivo	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240206-1619	2024-02-06	7:50	15:52	25	MES-015	Carmen Jiménez Ortiz	4	afternoon	427.5	142.5	22.8	8.55	11.4	570	84.36	611.61	73.82	611.61	0	efectivo	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240207-1620	2024-02-07	8:58	13:03	23	MES-002	Sofía Reyes Morales	2	night	393	131	0	0	0	524	83.84	607.84	73.36	0	607.84	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240208-1621	2024-02-08	12:09	13:37	26	MES-003	Sofía Reyes Morales	2	night	596.25	198.75	0	0	15.9	795	124.66	903.76	109.07	903.76	0	efectivo	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240209-1622	2024-02-09	15:38	9:26	25	MES-014	José Antonio López Hernández	2	night	115.5	38.5	6.16	0	3.08	154	23.16	167.92	20.27	167.92	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240210-1623	2024-02-10	10:16	12:02	20	MES-031	Pablo Mendoza Romero	2	morning	477	159	0	0	12.72	636	99.72	723	87.26	0	723	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240211-1624	2024-02-11	7:20	17:59	7	MES-001	Luis Ramírez Torres	3	afternoon	278.25	92.75	14.84	5.57	7.42	371	54.91	398.08	48.04	398.08	0	efectivo	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240205-1625	2024-02-05	14:28	20:25	1	MES-007	María Elena Gutiérrez Flores	3	afternoon	103.5	34.5	5.52	0	0	138	21.2	153.68	18.55	153.68	0	efectivo	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240206-1626	2024-02-06	21:46	20:04	28	MES-009	Diego Vázquez Castillo	2	night	548.25	182.75	0	10.97	0	731	115.2	835.23	100.8	0	835.23	tarjeta	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240207-1627	2024-02-07	21:53	19:46	30	MES-007	Luis Ramírez Torres	1	night	126	42	6.72	0	0	168	25.8	187.08	22.58	0	187.08	tarjeta	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240208-1628	2024-02-08	10:59	18:57	11	MES-004	Diego Vázquez Castillo	4	night	532.5	177.5	0	0	0	710	113.6	823.6	99.4	823.6	0	efectivo	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240209-1629	2024-02-09	17:16	8:05	26	MES-018	Diego Vázquez Castillo	1	morning	393.75	131.25	0	0	10.5	525	82.32	596.82	72.03	596.82	0	efectivo	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240210-1630	2024-02-10	22:25	23:54	30	MES-029	José Antonio López Hernández	1	night	591.75	197.25	0	0	0	789	126.24	915.24	110.46	0	915.24	tarjeta	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240211-1631	2024-02-11	18:02	21:28	4	MES-016	José Antonio López Hernández	3	night	619.5	206.5	33.04	0	0	826	126.87	919.83	111.01	0	919.83	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240205-1632	2024-02-05	21:14	15:25	4	MES-020	Ana Cruz Martínez	4	afternoon	628.5	209.5	0	0	0	838	134.08	972.08	117.32	972.08	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240206-1633	2024-02-06	11:03	22:17	21	MES-017	Pablo Mendoza Romero	3	afternoon	469.5	156.5	25.04	0	0	626	96.15	697.11	84.13	0	697.11	tarjeta	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240207-1634	2024-02-07	20:31	9:48	9	MES-034	María Elena Gutiérrez Flores	2	afternoon	627.75	209.25	0	0	0	837	133.92	970.92	117.18	0	970.92	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240208-1635	2024-02-08	7:11	17:26	7	MES-007	Carmen Jiménez Ortiz	1	morning	232.5	77.5	0	4.65	0	310	48.86	354.21	42.75	354.21	0	efectivo	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240209-1636	2024-02-09	16:41	11:31	6	MES-015	Ana Cruz Martínez	3	night	508.5	169.5	27.12	0	13.56	678	101.97	739.29	89.22	739.29	0	efectivo	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240210-1637	2024-02-10	21:29	8:25	18	MES-032	Luis Ramírez Torres	3	afternoon	372	124	19.84	7.44	0	496	75	543.72	65.62	0	543.72	tarjeta	FRMX-TV-CDMX-001	express	TACOS PASTOR
CHQ-FRMX-MB-CDMX-001-20240211-1638	2024-02-11	19:12	10:45	21	MES-007	Luis Ramírez Torres	3	morning	291.75	97.25	0	0	7.78	389	61	442.22	53.37	442.22	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240205-1639	2024-02-05	10:00	14:54	21	MES-004	Luis Ramírez Torres	2	morning	109.5	36.5	0	0	0	146	23.36	169.36	20.44	169.36	0	efectivo	FRMX-CD-MTY-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-GDL-001-20240206-1640	2024-02-06	11:15	19:35	3	MES-022	Ana Cruz Martínez	1	morning	661.5	220.5	0	0	0	882	141.12	1023.12	123.48	0	1023.12	tarjeta	FRMX-TV-GDL-001	express	tacos_pastor
CHQ-FRMX-CD-CDMX-001-20240207-1641	2024-02-07	7:43	12:39	27	MES-008	Carmen Jiménez Ortiz	1	morning	648	216	0	12.96	0	864	136.17	987.21	119.15	987.21	0	efectivo	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240208-1642	2024-02-08	16:33	14:47	12	MES-032	Pablo Mendoza Romero	2	afternoon	510.75	170.25	0	0	0	681	108.96	789.96	95.34	789.96	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240209-1643	2024-02-09	18:41	18:18	19	MES-030	Luis Ramírez Torres	4	afternoon	507.75	169.25	0	0	0	677	108.32	785.32	94.78	0	785.32	tarjeta	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240210-1644	2024-02-10	19:50	23:49	6	MES-024	Luis Ramírez Torres	1	morning	189.75	63.25	0	0	5.06	253	39.67	287.61	34.71	287.61	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240211-1645	2024-02-11	11:09	23:27	23	MES-040	Sofía Reyes Morales	3	afternoon	212.25	70.75	0	4.25	5.66	283	43.69	316.78	38.23	316.78	0	efectivo	FRMX-TV-GDL-001	express	tacos_pastor
CHQ-FRMX-CD-CDMX-001-20240205-1646	2024-02-05	21:35	22:18	16	MES-038	Diego Vázquez Castillo	1	morning	154.5	51.5	0	0	0	206	32.96	238.96	28.84	0	238.96	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240206-1647	2024-02-06	12:50	19:51	21	MES-011	Diego Vázquez Castillo	4	afternoon	237.75	79.25	12.68	0	0	317	48.69	353.01	42.6	0	353.01	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240207-1648	2024-02-07	8:20	18:04	28	MES-022	José Antonio López Hernández	4	night	629.25	209.75	0	0	0	839	134.24	973.24	117.46	973.24	0	efectivo	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240208-1649	2024-02-08	22:13	11:36	25	MES-007	Sofía Reyes Morales	3	night	500.25	166.75	0	0	13.34	667	104.59	758.25	91.51	0	758.25	tarjeta	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240209-1650	2024-02-09	17:52	15:17	1	MES-019	Carmen Jiménez Ortiz	3	night	425.25	141.75	22.68	8.5	0	567	85.73	621.55	75.01	621.55	0	efectivo	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240210-1651	2024-02-10	9:52	14:27	12	MES-027	Pablo Mendoza Romero	1	afternoon	548.25	182.75	0	0	0	731	116.96	847.96	102.34	0	847.96	tarjeta	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240211-1652	2024-02-11	18:34	12:35	3	MES-019	Luis Ramírez Torres	1	morning	648	216	34.56	0	0	864	132.71	962.15	116.12	0	962.15	tarjeta	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240205-1653	2024-02-05	22:56	17:05	6	MES-038	Sofía Reyes Morales	4	morning	535.5	178.5	0	10.71	0	714	112.53	815.82	98.46	815.82	0	efectivo	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240206-1654	2024-02-06	20:41	19:01	23	MES-036	Pablo Mendoza Romero	3	afternoon	394.5	131.5	21.04	0	0	526	80.79	585.75	70.69	585.75	0	efectivo	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240207-1655	2024-02-07	22:38	11:23	2	MES-002	Diego Vázquez Castillo	2	night	189.75	63.25	0	0	0	253	40.48	293.48	35.42	0	293.48	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240208-1656	2024-02-08	12:01	8:13	18	MES-038	Pablo Mendoza Romero	2	afternoon	212.25	70.75	0	0	0	283	45.28	328.28	39.62	328.28	0	efectivo	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240209-1657	2024-02-09	14:28	9:07	4	MES-034	Carmen Jiménez Ortiz	3	night	455.25	151.75	0	9.11	12.14	607	93.72	679.47	82.01	0	679.47	tarjeta	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240210-1658	2024-02-10	8:32	15:22	13	MES-014	Pablo Mendoza Romero	1	night	632.25	210.75	0	0	0	843	134.88	977.88	118.02	0	977.88	tarjeta	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240211-1659	2024-02-11	9:47	13:14	19	MES-002	Diego Vázquez Castillo	1	morning	166.5	55.5	0	0	4.44	222	34.81	252.37	30.46	0	252.37	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240205-1660	2024-02-05	12:34	11:20	23	MES-031	Luis Ramírez Torres	2	night	218.25	72.75	0	0	0	291	46.56	337.56	40.74	0	337.56	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240206-1661	2024-02-06	21:57	12:10	1	MES-035	Pablo Mendoza Romero	1	morning	187.5	62.5	0	0	5	250	39.2	284.2	34.3	284.2	0	efectivo	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240207-1662	2024-02-07	20:46	13:33	3	MES-011	Luis Ramírez Torres	3	morning	378	126	20.16	0	0	504	77.41	561.25	67.74	561.25	0	efectivo	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240208-1663	2024-02-08	12:05	20:04	15	MES-028	Sofía Reyes Morales	2	afternoon	529.5	176.5	28.24	0	0	706	108.44	786.2	94.89	0	786.2	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240209-1664	2024-02-09	20:47	9:37	24	MES-037	Luis Ramírez Torres	1	afternoon	674.25	224.75	0	0	17.98	899	140.96	1021.98	123.34	0	1021.98	tarjeta	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240210-1665	2024-02-10	8:20	11:59	11	MES-006	José Antonio López Hernández	2	morning	564	188	30.08	11.28	0	752	113.7	824.34	99.49	824.34	0	efectivo	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240211-1666	2024-02-11	17:10	20:07	4	MES-005	Pablo Mendoza Romero	1	morning	222.75	74.25	11.88	4.46	5.94	297	43.96	318.68	38.46	0	318.68	tarjeta	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240205-1667	2024-02-05	20:40	11:53	19	MES-038	María Elena Gutiérrez Flores	2	afternoon	399	133	0	0	10.64	532	83.42	604.78	72.99	0	604.78	tarjeta	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240206-1668	2024-02-06	17:07	9:30	23	MES-007	Ana Cruz Martínez	4	morning	107.25	35.75	0	0	2.86	143	22.42	162.56	19.62	0	162.56	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240207-1669	2024-02-07	19:54	20:46	17	MES-034	Luis Ramírez Torres	4	afternoon	290.25	96.75	15.48	0	7.74	387	58.2	421.98	50.93	0	421.98	tarjeta	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240208-1670	2024-02-08	22:10	8:31	29	MES-029	José Antonio López Hernández	1	morning	145.5	48.5	7.76	0	3.88	194	29.18	211.54	25.53	211.54	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240209-1671	2024-02-09	22:01	12:47	23	MES-035	Ana Cruz Martínez	1	afternoon	261.75	87.25	0	0	6.98	349	54.72	396.74	47.88	0	396.74	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240210-1672	2024-02-10	17:21	13:40	27	MES-001	José Antonio López Hernández	4	night	169.5	56.5	9.04	0	4.52	226	33.99	246.43	29.74	0	246.43	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240211-1673	2024-02-11	7:43	12:04	12	MES-006	María Elena Gutiérrez Flores	2	night	471	157	0	0	0	628	100.48	728.48	87.92	728.48	0	efectivo	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240205-1674	2024-02-05	21:47	11:29	4	MES-005	Ana Cruz Martínez	4	afternoon	483	161	0	9.66	0	644	101.49	735.83	88.81	0	735.83	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240206-1675	2024-02-06	8:05	11:16	14	MES-019	Diego Vázquez Castillo	1	night	446.25	148.75	0	0	0	595	95.2	690.2	83.3	690.2	0	efectivo	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240207-1676	2024-02-07	8:59	10:07	29	MES-040	Pablo Mendoza Romero	4	morning	239.25	79.75	12.76	0	0	319	49	355.24	42.87	0	355.24	tarjeta	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240208-1677	2024-02-08	16:22	23:06	3	MES-008	Ana Cruz Martínez	4	night	423.75	141.25	0	0	11.3	565	88.59	642.29	77.52	0	642.29	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240209-1678	2024-02-09	21:32	15:05	5	MES-026	Carmen Jiménez Ortiz	4	night	650.25	216.75	0	0	17.34	867	135.95	985.61	118.95	0	985.61	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240210-1679	2024-02-10	8:43	21:50	17	MES-006	Diego Vázquez Castillo	3	night	389.25	129.75	0	0	10.38	519	81.38	590	71.21	590	0	efectivo	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240211-1680	2024-02-11	21:35	9:39	25	MES-015	José Antonio López Hernández	2	night	364.5	121.5	19.44	0	0	486	74.65	541.21	65.32	0	541.21	tarjeta	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240205-1681	2024-02-05	9:31	20:21	13	MES-032	Luis Ramírez Torres	4	morning	302.25	100.75	0	6.05	8.06	403	62.22	451.11	54.44	0	451.11	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240206-1682	2024-02-06	22:58	15:07	20	MES-003	José Antonio López Hernández	4	night	549.75	183.25	0	11	0	733	115.52	837.52	101.08	837.52	0	efectivo	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240207-1683	2024-02-07	20:42	11:39	26	MES-023	Sofía Reyes Morales	2	afternoon	510.75	170.25	27.24	10.22	0	681	102.97	746.51	90.1	0	746.51	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240208-1684	2024-02-08	9:02	14:41	9	MES-029	Sofía Reyes Morales	4	night	544.5	181.5	29.04	0	0	726	111.51	808.47	97.57	808.47	0	efectivo	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240209-1685	2024-02-09	7:08	13:03	5	MES-040	Pablo Mendoza Romero	1	night	410.25	136.75	0	8.21	0	547	86.21	625	75.43	0	625	tarjeta	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240210-1686	2024-02-10	14:23	8:22	10	MES-031	Diego Vázquez Castillo	1	night	380.25	126.75	20.28	7.61	0	507	76.66	555.77	67.08	555.77	0	efectivo	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240211-1687	2024-02-11	12:36	9:57	11	MES-016	Luis Ramírez Torres	4	morning	464.25	154.75	24.76	0	12.38	619	93.1	674.96	81.46	0	674.96	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240205-1688	2024-02-05	8:22	18:58	26	MES-001	Ana Cruz Martínez	3	morning	354.75	118.25	18.92	7.1	9.46	473	70	507.52	61.25	0	507.52	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240206-1689	2024-02-06	17:44	10:26	27	MES-030	Luis Ramírez Torres	2	night	125.25	41.75	0	2.51	3.34	167	25.78	186.93	22.56	0	186.93	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240207-1690	2024-02-07	9:16	14:50	24	MES-008	Diego Vázquez Castillo	3	night	553.5	184.5	0	0	14.76	738	115.72	838.96	101.25	0	838.96	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240208-1691	2024-02-08	11:32	8:31	11	MES-008	Pablo Mendoza Romero	3	night	567	189	0	0	15.12	756	118.54	859.42	103.72	0	859.42	tarjeta	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240209-1692	2024-02-09	15:43	22:22	9	MES-011	Ana Cruz Martínez	3	morning	96	32	5.12	0	0	128	19.66	142.54	17.2	142.54	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
