receipt_number	date	open_time	close_time	table	server_id	server_name	guests	shift	food_subtotal	beverage_subtotal	discount	comp	voided	subtotal	tax	total	tip	cash	card	payment_method	store_id	service_type
CHQ-FRMX-CD-MTY-001-20240132-1614	2024-01-32	22:24	18:43	18	MES-038	José Antonio López Hernández	1	night	659.25	219.75	0	13.18	17.58	879	135.72	983.96	118.75	0	983.96	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1615	2024-01-33	8:32	17:41	7	MES-009	Carmen Jiménez Ortiz	2	night	549.75	183.25	0	11	0	733	115.52	837.52	101.08	0	837.52	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1616	2024-01-34	9:08	21:35	4	MES-003	Ana Cruz Martínez	1	morning	407.25	135.75	21.72	0	10.86	543	81.67	592.09	71.46	592.09	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1617	2024-01-35	13:29	15:23	7	MES-021	Pablo Mendoza Romero	2	night	197.25	65.75	0	3.95	5.26	263	40.61	294.4	35.53	0	294.4	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1618	2024-01-29	8:23	14:10	22	MES-013	Luis Ramírez Torres	1	night	506.25	168.75	0	0	0	675	108	783	94.5	783	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1619	2024-01-30	12:55	10:30	14	MES-003	María Elena Gutiérrez Flores	3	afternoon	454.5	151.5	24.24	0	12.12	606	91.14	660.78	79.75	0	660.78	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1620	2024-01-31	18:35	9:36	8	MES-018	Pablo Mendoza Romero	2	afternoon	241.5	80.5	0	0	0	322	51.52	373.52	45.08	0	373.52	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1621	2024-01-32	9:08	22:43	29	MES-007	Pablo Mendoza Romero	1	night	159.75	53.25	8.52	3.2	0	213	32.2	233.48	28.18	233.48	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1622	2024-01-33	19:23	16:21	29	MES-038	Pablo Mendoza Romero	2	morning	605.25	201.75	0	0	0	807	129.12	936.12	112.98	0	936.12	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1623	2024-01-34	18:26	23:27	18	MES-010	Ana Cruz Martínez	3	morning	198.75	66.25	10.6	0	0	265	40.7	295.1	35.62	0	295.1	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1624	2024-01-35	16:31	12:56	23	MES-038	María Elena Gutiérrez Flores	2	night	144.75	48.25	7.72	0	0	193	29.64	214.92	25.94	0	214.92	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1625	2024-01-29	10:14	10:39	10	MES-029	José Antonio López Hernández	2	morning	194.25	64.75	0	0	5.18	259	40.61	294.43	35.53	0	294.43	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1626	2024-01-30	8:53	23:12	20	MES-026	Pablo Mendoza Romero	2	morning	466.5	155.5	24.88	0	0	622	95.54	692.66	83.6	692.66	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1627	2024-01-31	15:40	14:55	29	MES-034	Pablo Mendoza Romero	1	night	237.75	79.25	0	0	6.34	317	49.71	360.37	43.49	360.37	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1628	2024-01-32	19:59	15:24	12	MES-007	Diego Vázquez Castillo	2	afternoon	333.75	111.25	17.8	0	0	445	68.35	495.55	59.81	0	495.55	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1629	2024-01-33	16:32	13:07	15	MES-018	Pablo Mendoza Romero	3	morning	99	33	0	0	2.64	132	20.7	150.06	18.11	150.06	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1630	2024-01-34	9:53	18:10	14	MES-033	Ana Cruz Martínez	2	afternoon	403.5	134.5	0	0	10.76	538	84.36	611.6	73.81	611.6	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1631	2024-01-35	13:52	17:10	1	MES-033	José Antonio López Hernández	1	morning	541.5	180.5	0	0	14.44	722	113.21	820.77	99.06	820.77	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1632	2024-01-29	19:15	17:24	28	MES-001	Carmen Jiménez Ortiz	4	afternoon	105.75	35.25	0	2.11	2.82	141	21.77	157.84	19.05	157.84	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1633	2024-01-30	13:11	11:39	17	MES-025	Carmen Jiménez Ortiz	1	night	333	111	17.76	0	8.88	444	66.78	484.14	58.43	484.14	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1634	2024-01-31	19:41	11:02	26	MES-036	Carmen Jiménez Ortiz	3	morning	410.25	136.75	21.88	0	10.94	547	82.27	596.45	71.99	596.45	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1635	2024-01-32	21:52	11:20	25	MES-006	Luis Ramírez Torres	4	morning	645.75	215.25	34.44	0	0	861	132.25	958.81	115.72	0	958.81	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1636	2024-01-33	8:37	22:43	25	MES-030	José Antonio López Hernández	2	afternoon	626.25	208.75	0	0	0	835	133.6	968.6	116.9	968.6	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1637	2024-01-34	13:18	22:55	2	MES-039	Carmen Jiménez Ortiz	3	night	360.75	120.25	19.24	7.22	9.62	481	71.19	516.11	62.29	516.11	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1638	2024-01-35	11:57	10:29	8	MES-007	María Elena Gutiérrez Flores	2	night	672	224	0	0	17.92	896	140.49	1018.57	122.93	0	1018.57	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1639	2024-01-29	16:41	14:31	3	MES-004	Diego Vázquez Castillo	2	afternoon	526.5	175.5	28.08	0	14.04	702	105.58	765.46	92.38	765.46	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1640	2024-01-30	7:33	19:33	13	MES-005	María Elena Gutiérrez Flores	3	morning	363.75	121.25	0	0	0	485	77.6	562.6	67.9	0	562.6	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1641	2024-01-31	18:00	21:19	2	MES-010	Sofía Reyes Morales	1	night	383.25	127.75	0	0	0	511	81.76	592.76	71.54	592.76	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1642	2024-01-32	13:43	23:35	20	MES-021	Carmen Jiménez Ortiz	3	night	576.75	192.25	30.76	0	15.38	769	115.66	838.52	101.2	0	838.52	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1643	2024-01-33	20:42	14:37	26	MES-030	María Elena Gutiérrez Flores	1	morning	150.75	50.25	8.04	0	0	201	30.87	223.83	27.01	0	223.83	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1644	2024-01-34	12:29	23:43	13	MES-014	María Elena Gutiérrez Flores	1	afternoon	635.25	211.75	0	12.71	0	847	133.49	967.78	116.8	0	967.78	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1645	2024-01-35	17:22	9:04	21	MES-033	Ana Cruz Martínez	4	night	592.5	197.5	0	0	15.8	790	123.87	898.07	108.39	0	898.07	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1646	2024-01-29	15:39	9:28	9	MES-010	José Antonio López Hernández	4	morning	289.5	96.5	0	0	7.72	386	60.52	438.8	52.96	438.8	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1647	2024-01-30	13:58	22:57	14	MES-002	Carmen Jiménez Ortiz	3	morning	411.75	137.25	0	0	0	549	87.84	636.84	76.86	636.84	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1648	2024-01-31	7:45	10:05	30	MES-027	Ana Cruz Martínez	2	night	198	66	0	0	0	264	42.24	306.24	36.96	306.24	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1649	2024-01-32	18:26	21:42	4	MES-001	Sofía Reyes Morales	4	afternoon	437.25	145.75	0	0	11.66	583	91.41	662.75	79.99	0	662.75	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1650	2024-01-33	19:26	9:00	12	MES-010	Carmen Jiménez Ortiz	3	night	305.25	101.75	0	6.11	8.14	407	62.84	455.59	54.99	455.59	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1651	2024-01-34	10:43	8:18	27	MES-015	Luis Ramírez Torres	2	night	95.25	31.75	5.08	0	0	127	19.51	141.43	17.07	0	141.43	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1652	2024-01-35	13:04	21:35	10	MES-024	María Elena Gutiérrez Flores	2	afternoon	146.25	48.75	0	2.93	3.9	195	30.11	218.28	26.34	0	218.28	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1653	2024-01-29	7:00	23:41	21	MES-008	José Antonio López Hernández	3	afternoon	514.5	171.5	27.44	0	13.72	686	103.17	748.01	90.28	0	748.01	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1654	2024-01-30	18:24	14:16	12	MES-035	Pablo Mendoza Romero	2	afternoon	389.25	129.75	0	0	0	519	83.04	602.04	72.66	0	602.04	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1655	2024-01-31	17:07	20:39	11	MES-020	María Elena Gutiérrez Flores	2	night	648	216	34.56	0	0	864	132.71	962.15	116.12	0	962.15	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1656	2024-01-32	11:09	19:03	5	MES-024	Ana Cruz Martínez	3	afternoon	115.5	38.5	0	0	0	154	24.64	178.64	21.56	0	178.64	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1657	2024-01-33	21:57	21:41	23	MES-019	José Antonio López Hernández	3	afternoon	495.75	165.25	26.44	0	0	661	101.53	736.09	88.84	736.09	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1658	2024-01-34	13:34	9:15	24	MES-039	Luis Ramírez Torres	1	night	654.75	218.25	0	0	0	873	139.68	1012.68	122.22	0	1012.68	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1659	2024-01-35	10:02	19:48	2	MES-005	María Elena Gutiérrez Flores	2	afternoon	224.25	74.75	0	0	0	299	47.84	346.84	41.86	0	346.84	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1660	2024-01-29	14:23	12:11	1	MES-028	Sofía Reyes Morales	1	afternoon	302.25	100.75	16.12	6.05	8.06	403	59.64	432.41	52.19	0	432.41	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1661	2024-01-30	14:16	18:46	15	MES-020	Ana Cruz Martínez	4	afternoon	110.25	36.75	0	0	0	147	23.52	170.52	20.58	0	170.52	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1662	2024-01-31	17:43	9:47	27	MES-032	Pablo Mendoza Romero	4	night	623.25	207.75	0	0	0	831	132.96	963.96	116.34	963.96	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1663	2024-01-32	19:18	23:39	25	MES-025	Luis Ramírez Torres	4	morning	207.75	69.25	0	0	5.54	277	43.43	314.89	38	0	314.89	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1664	2024-01-33	8:50	12:11	10	MES-030	María Elena Gutiérrez Flores	3	morning	550.5	183.5	0	0	14.68	734	115.09	834.41	100.7	834.41	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1665	2024-01-34	18:16	12:17	8	MES-006	Luis Ramírez Torres	4	night	383.25	127.75	0	7.67	10.22	511	78.9	572.01	69.04	572.01	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1666	2024-01-35	22:20	19:43	11	MES-004	María Elena Gutiérrez Flores	1	afternoon	470.25	156.75	25.08	0	0	627	96.31	698.23	84.27	0	698.23	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1667	2024-01-29	7:42	16:51	11	MES-023	Pablo Mendoza Romero	2	afternoon	108	36	5.76	0	2.88	144	21.66	157.02	18.95	157.02	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1668	2024-01-30	22:50	9:47	23	MES-035	Sofía Reyes Morales	3	morning	196.5	65.5	10.48	0	0	262	40.24	291.76	35.21	0	291.76	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1669	2024-01-31	17:18	14:35	27	MES-018	José Antonio López Hernández	2	morning	150.75	50.25	0	0	0	201	32.16	233.16	28.14	233.16	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1670	2024-01-32	11:17	20:16	24	MES-012	Diego Vázquez Castillo	3	afternoon	600.75	200.25	32.04	0	16.02	801	120.47	873.41	105.41	0	873.41	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1671	2024-01-33	12:36	11:02	17	MES-003	Ana Cruz Martínez	2	afternoon	230.25	76.75	0	0	0	307	49.12	356.12	42.98	0	356.12	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1672	2024-01-34	8:08	14:48	20	MES-014	María Elena Gutiérrez Flores	3	night	152.25	50.75	8.12	0	0	203	31.18	226.06	27.28	226.06	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1673	2024-01-35	9:07	16:30	21	MES-019	Diego Vázquez Castillo	2	morning	580.5	193.5	0	11.61	0	774	121.98	884.37	106.73	884.37	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1674	2024-01-29	19:49	16:21	27	MES-035	Diego Vázquez Castillo	3	afternoon	543.75	181.25	29	0	0	725	111.36	807.36	97.44	0	807.36	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1675	2024-01-30	17:02	16:55	18	MES-012	María Elena Gutiérrez Flores	4	afternoon	609.75	203.25	0	0	0	813	130.08	943.08	113.82	0	943.08	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1676	2024-01-31	22:58	8:23	23	MES-014	Diego Vázquez Castillo	3	morning	675	225	0	13.5	0	900	141.84	1028.34	124.11	0	1028.34	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1677	2024-01-32	8:50	21:28	20	MES-007	Sofía Reyes Morales	3	night	111.75	37.25	5.96	0	0	149	22.89	165.93	20.03	165.93	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1678	2024-01-33	18:10	21:49	18	MES-001	José Antonio López Hernández	2	night	618	206	0	12.36	16.48	824	127.23	922.39	111.32	922.39	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1679	2024-01-34	19:42	16:03	26	MES-019	María Elena Gutiérrez Flores	1	night	669.75	223.25	0	0	0	893	142.88	1035.88	125.02	0	1035.88	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1680	2024-01-35	13:01	23:48	8	MES-006	Diego Vázquez Castillo	2	afternoon	119.25	39.75	0	0	0	159	25.44	184.44	22.26	184.44	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1681	2024-01-29	20:56	15:42	4	MES-031	Pablo Mendoza Romero	3	night	458.25	152.75	0	0	0	611	97.76	708.76	85.54	0	708.76	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1682	2024-01-30	15:41	11:51	28	MES-015	Diego Vázquez Castillo	3	morning	631.5	210.5	0	0	16.84	842	132.03	957.19	115.52	0	957.19	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1683	2024-01-31	14:09	13:43	20	MES-006	Sofía Reyes Morales	3	morning	110.25	36.75	5.88	0	2.94	147	22.11	160.29	19.35	0	160.29	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1684	2024-01-32	18:52	15:05	17	MES-004	Carmen Jiménez Ortiz	1	morning	117	39	6.24	2.34	3.12	156	23.09	167.39	20.2	0	167.39	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1685	2024-01-33	9:46	23:24	7	MES-027	Carmen Jiménez Ortiz	2	night	526.5	175.5	0	0	14.04	702	110.07	798.03	96.31	0	798.03	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1686	2024-01-34	14:32	19:38	19	MES-016	Diego Vázquez Castillo	2	afternoon	529.5	176.5	28.24	10.59	0	706	106.75	773.92	93.4	773.92	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1687	2024-01-35	12:05	15:32	8	MES-032	Carmen Jiménez Ortiz	4	afternoon	495.75	165.25	26.44	0	0	661	101.53	736.09	88.84	736.09	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1688	2024-01-29	12:16	14:06	9	MES-021	Luis Ramírez Torres	4	night	514.5	171.5	0	0	0	686	109.76	795.76	96.04	0	795.76	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1689	2024-01-30	20:42	9:39	14	MES-008	José Antonio López Hernández	4	afternoon	351.75	117.25	0	0	0	469	75.04	544.04	65.66	544.04	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1690	2024-01-31	19:16	20:33	16	MES-026	Sofía Reyes Morales	4	morning	468	156	0	0	12.48	624	97.84	709.36	85.61	0	709.36	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1691	2024-01-32	8:23	20:44	28	MES-036	José Antonio López Hernández	1	morning	148.5	49.5	7.92	2.97	3.96	198	29.3	212.45	25.64	0	212.45	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1692	2024-01-33	18:37	17:56	18	MES-026	Ana Cruz Martínez	4	afternoon	362.25	120.75	0	0	0	483	77.28	560.28	67.62	560.28	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1693	2024-01-34	20:41	16:53	5	MES-036	Ana Cruz Martínez	4	night	395.25	131.75	21.08	7.9	0	527	79.68	577.7	69.72	577.7	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1694	2024-01-35	12:39	18:03	24	MES-002	José Antonio López Hernández	2	morning	264	88	0	0	7.04	352	55.19	400.15	48.29	0	400.15	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1695	2024-01-29	14:49	12:06	26	MES-001	Diego Vázquez Castillo	2	afternoon	271.5	90.5	0	0	7.24	362	56.76	411.52	49.67	0	411.52	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1696	2024-01-30	15:23	13:20	9	MES-006	Ana Cruz Martínez	4	night	278.25	92.75	0	0	0	371	59.36	430.36	51.94	0	430.36	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1697	2024-01-31	16:50	20:06	16	MES-037	Ana Cruz Martínez	4	morning	453	151	24.16	0	12.08	604	90.84	658.6	79.49	0	658.6	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1698	2024-01-32	18:55	20:09	22	MES-040	Ana Cruz Martínez	1	night	662.25	220.75	0	0	0	883	141.28	1024.28	123.62	0	1024.28	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1699	2024-01-33	7:58	17:55	8	MES-024	Carmen Jiménez Ortiz	3	night	546.75	182.25	29.16	10.93	0	729	110.23	799.14	96.45	0	799.14	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1700	2024-01-34	22:17	22:03	14	MES-020	Sofía Reyes Morales	2	night	519.75	173.25	0	0	0	693	110.88	803.88	97.02	0	803.88	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1701	2024-01-35	19:32	20:37	11	MES-012	Pablo Mendoza Romero	3	afternoon	195	65	10.4	0	5.2	260	39.1	283.5	34.22	0	283.5	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1702	2024-01-29	21:04	23:24	8	MES-027	María Elena Gutiérrez Flores	4	afternoon	228.75	76.25	0	0	0	305	48.8	353.8	42.7	0	353.8	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1703	2024-01-30	14:00	18:40	21	MES-020	Luis Ramírez Torres	1	morning	672	224	0	13.44	0	896	141.21	1023.77	123.56	0	1023.77	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1704	2024-01-31	21:27	17:53	8	MES-030	José Antonio López Hernández	2	night	349.5	116.5	0	0	0	466	74.56	540.56	65.24	0	540.56	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1705	2024-01-32	9:02	16:45	14	MES-011	Pablo Mendoza Romero	2	morning	618	206	0	0	16.48	824	129.2	936.72	113.05	0	936.72	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1706	2024-01-33	21:44	16:17	15	MES-040	Ana Cruz Martínez	3	night	561	187	29.92	0	14.96	748	112.5	815.62	98.44	0	815.62	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1707	2024-01-34	10:33	17:16	30	MES-016	José Antonio López Hernández	3	afternoon	438	146	23.36	8.76	11.68	584	86.43	626.63	75.63	626.63	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1708	2024-01-35	13:59	20:03	23	MES-014	Ana Cruz Martínez	4	morning	327	109	0	6.54	8.72	436	67.32	488.06	58.9	488.06	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1709	2024-01-29	9:23	18:36	2	MES-005	José Antonio López Hernández	3	afternoon	529.5	176.5	0	0	0	706	112.96	818.96	98.84	818.96	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1710	2024-01-30	17:14	21:48	8	MES-012	Ana Cruz Martínez	2	afternoon	437.25	145.75	0	8.74	0	583	91.88	666.14	80.4	0	666.14	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1711	2024-01-31	16:33	18:51	24	MES-031	Diego Vázquez Castillo	2	morning	450.75	150.25	24.04	0	0	601	92.31	669.27	80.77	0	669.27	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1712	2024-01-32	20:41	14:11	5	MES-022	Sofía Reyes Morales	3	night	535.5	178.5	0	0	14.28	714	111.96	811.68	97.96	0	811.68	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1713	2024-01-33	7:25	23:04	15	MES-035	Luis Ramírez Torres	2	morning	501.75	167.25	26.76	0	13.38	669	100.62	729.48	88.04	0	729.48	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1714	2024-01-34	10:26	20:46	8	MES-016	Diego Vázquez Castillo	1	morning	102	34	0	2.04	0	136	21.43	155.39	18.75	0	155.39	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1715	2024-01-35	18:01	20:40	21	MES-037	María Elena Gutiérrez Flores	2	morning	497.25	165.75	26.52	0	13.26	663	99.72	722.94	87.25	722.94	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1716	2024-01-29	13:35	23:48	13	MES-012	Carmen Jiménez Ortiz	4	night	183	61	0	3.66	0	244	38.45	278.79	33.65	278.79	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1717	2024-01-30	14:09	23:48	24	MES-001	Pablo Mendoza Romero	1	afternoon	531.75	177.25	28.36	10.64	14.18	709	104.93	760.75	91.81	0	760.75	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1718	2024-01-31	16:27	21:34	24	MES-028	María Elena Gutiérrez Flores	1	night	106.5	35.5	0	0	2.84	142	22.27	161.43	19.48	0	161.43	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1719	2024-01-32	9:48	22:31	29	MES-006	Luis Ramírez Torres	3	morning	300	100	0	0	8	400	62.72	454.72	54.88	0	454.72	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1720	2024-01-33	15:52	12:24	8	MES-014	Carmen Jiménez Ortiz	2	morning	655.5	218.5	0	13.11	17.48	874	134.95	978.36	118.08	0	978.36	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1721	2024-01-34	18:28	8:25	26	MES-002	Sofía Reyes Morales	4	night	610.5	203.5	0	0	16.28	814	127.64	925.36	111.68	925.36	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1722	2024-01-35	14:47	18:54	5	MES-023	Pablo Mendoza Romero	4	night	384	128	0	0	0	512	81.92	593.92	71.68	593.92	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1723	2024-01-29	12:09	11:40	17	MES-016	Diego Vázquez Castillo	1	morning	523.5	174.5	0	0	0	698	111.68	809.68	97.72	809.68	0	efectivo	FRMX-MB-CDMX-001	dine_in
